"occ1990dd","occ1990dd_title","pctile_complexind","descriptor_sum","descriptor_mean","descriptor_zero_count"
228,"Broadcast equipment operators",0.573939561843872,109.090000391006,3.11685715402876,0
359,"Dispatchers",0.573216140270233,109.239999890327,3.12114285400936,0
19,"Funeral directors",0.571892321109772,108.519999444485,3.10057141269956,0
694,"Water and sewage treatment plant operators",0.571121335029602,110.869999527931,3.16771427222661,0
188," Painters, sculptors, craft-artists, and print-makers",0.570529997348785,108.537501007318,3.10107145735196,0
803,"Supervisors of motor vehicle transportation",0.569230020046234,108.314999938011,3.09471428394318,0
194,"Art/entertainment performers and related occs",0.568570137023926,106.689999341965,3.04828569548471,0
678,"Dental laboratory and medical applicance technicians",0.568090260028839,108.601111412048,3.1028888974871,0
575,"Electricians",0.567519545555115,106.945000827312,3.05557145220893,0
34,"Business and promotion agents",0.556446373462677,106.870001316071,3.05342860903059,0
450," Superv. of landscaping, lawn service, groundskeeping",0.556189239025116,107.399999856949,3.06857142448425,0
677,"Optical goods workers",0.555830538272858,107.970000386238,3.08485715389252,0
505,"Automobile mechanics and repairers",0.555335104465485,105.574999988079,3.01642857108797,0
543,"Elevator installers and repairers",0.5378497838974,107.51000058651,3.07171430247171,0
696," Plant and system operators, stationary engineers",0.537483215332031,108.439999818802,3.09828570910863,0
204,"Dental hygienists",0.535067617893219,106.349999785423,3.03857142244067,0
184,"Technical writers",0.535057663917542,104.589999914169,2.98828571183341,0
199," Athletes, sports instructors, and officials",0.534489154815674,103.406666278839,2.9544761793954,1
375," Insurance adjusters, examiners, and investigators",0.533844709396362,104.004000753164,2.97154287866184,0
189,"Photographers",0.532622039318085,103.809999465942,2.96599998474121,0
155,"Kindergarten and earlier school teachers",0.531381785869598,103.840000148863,2.96685714711036,0
577,"Electric power installers and repairers",0.531284213066101,104.245000898838,2.97842859710966,0
757," Separating, filtering, and clarifying machine operators",0.529343962669373,104.464999973774,2.98471428496497,0
527,"Telecom and line installers and repairers",0.528093755245209,104.91500043869,2.99757144110543,0
198,"Announcers",0.522479355335236,102.125000406057,2.91785715445876,0
337,"Bookkeepers and accounting and auditing clerks",0.521911263465881,102.580000035465,2.93085714387042,0
426," Guards and police, except public service",0.518875241279602,102.766666650772,2.93619047573635,0
637,"Machinists",0.51172548532486,102.680000066757,2.93371428762163,0
643,"Boilermakers",0.502333760261536,104.259999394417,2.97885712555477,1
318,"Transportation ticket and reservation agents",0.501694440841675,101.840000152588,2.90971429007394,0
336,"Records clerks",0.500904440879822,101.480000257492,2.89942857878549,1
274," Salespersons, n.e.c.",0.500577628612518,101.637999683619,2.90394284810339,0
823,"Railroad conductors and yardmasters",0.500577628612518,99.9299994707108,2.85514284202031,0
526,"Repairers of household appliances and power tools",0.499534785747528,103.629999995232,2.9608571427209,0
614,"Drillers of oil wells",0.498114824295044,101.873334288597,2.91066669395992,0
445,"Dental Assistants",0.496668994426727,103.01999938488,2.94342855385372,0
275,"Retail salespersons and sales clerks",0.49662047624588,100.787500441074,2.87964286974498,0
377," Eligibility clerks for government prog., social welfare",0.448247402906418,99.5700005292892,2.84485715797969,0
378,"Bill and account collectors",0.448174327611923,99.3599995300174,2.83885712942907,0
507," Bus, truck, and stationary engine mechanics",0.447591215372086,100.730000138283,2.87800000395094,0
364,"Shipping and receiving clerks",0.444751530885696,100.729998886585,2.87799996818815,1
328," Human resources clerks, excl payroll and timekeeping",0.435491532087326,100.569999814034,2.87342856611524,0
423," Sheriffs, bailiffs, correctional institution officers",0.435336023569107,100.166665881872,2.86190473948206,0
427," Protective service, n.e.c.",0.432865381240845,99.4600001275539,2.84171428935868,0
468,"Child care workers",0.432513743638992,98.4833335056901,2.813809528734,0
535," Precision makers, repairers, and smiths",0.43196764588356,99.8228576779366,2.85208164794104,0
471,"Public transportation attendants and inspectors",0.430982291698456,99.7940009832382,2.85125717094966,0
234,"Legal assistants and paralegals",0.43074357509613,98.9125009775162,2.82607145650046,0
644,"Precision grinders and fitters",0.430345267057419,102.040001511574,2.91542861461639,0
186,"Musicians and composers",0.429997801780701,98.0275007784367,2.80078573652676,0
525,"Repairers of data processing equipment",0.428899586200714,99.2300000190735,2.83514285768781,0
447,"Health and nursing aides",0.42807924747467,99.7223534286022,2.84921009796006,0
433,"Supervisors of food preparation and service",0.4247807264328,96.4300008937716,2.75514288267919,0
707," Rollers, roll hands, and finishers of metal",0.4247807264328,98.970000743866,2.8277143069676,0
709," Grinding, abrading, buffing, and polishing workers",0.424456983804703,100.420001387596,2.86914289678846,0
657,"Cabinetmakers and bench carpeters",0.42048305273056,99.0900008678436,2.83114288193839,0
313,"Secretaries and stenographers",0.419288069009781,97.6833325922489,2.79095235977854,0
455,"Pest control occupations",0.418399631977081,98.1700000762939,2.80485714503697,1
536,"Locksmiths and safe repairers",0.417794704437256,98.5400000736117,2.81542857353176,0
653,"Other metal and plastic workers",0.417488396167755,97.7450005412102,2.79271430117743,0
389," Administrative support jobs, n.e.c.",0.414857804775238,97.0225005149841,2.77207144328526,0
567,"Carpenters",0.412350356578827,96.9049999713898,2.76871428489685,1
668,"Upholsterers",0.392625749111176,96.2900011539459,2.75114289011274,1
585," Plumbers, pipe fitters, and steamfitters",0.391722738742828,96.2066669091582,2.74876191169024,0
549," Mechanics and repairers, n.e.c.",0.383116811513901,96.1971429288387,2.74848979796682,0
595,"Roofers and slaters",0.373769402503967,96.6850002408028,2.76242857830865,0
193,"Dancers",0.372030109167099,94.3550017476082,2.69585719278881,1
383,"Bank tellers",0.371994286775589,94.6600006744266,2.70457144784076,0
316," Interviewers, enumerators, and surveyors",0.371295571327209,94.4050002098083,2.69728572028024,0
799," Production checkers, graders, and sorters in manufacturing",0.370903491973877,95.3300000429153,2.72371428694044,0
824,"Locomotive operators: engineers and firemen",0.36162668466568,95.2425000369549,2.72121428677014,1
679,"Bookbinders",0.359909325838089,94.9600000306964,2.7131428580199,0
859,"Stevedores and misc. material moving occupations",0.359689295291901,95.8233345448971,2.73780955842563,0
466,"Recreation and fitness workers",0.355665117502213,94.1749996542931,2.69071427583694,0
509,"Small engine repairers",0.35547199845314,95.016666829586,2.71476190941674,0
756,"Mixing and blending machine operators",0.354895025491714,95.76333335042,2.73609523858343,0
516,"Heavy equipement and farm equipment mechanics",0.353112936019897,94.4233340919018,2.69780954548291,0
736,"Typesetters and compositors",0.349349737167358,94.7600012421608,2.70742860691888,0
599,"Misc. construction and related occupations",0.348791241645813,94.6539995074272,2.70439998592649,0
724,"Heat treating equipment operators",0.346034646034241,93.1700011491776,2.66200003283364,0
205,"Health record technologists and technicians",0.345607757568359,94.4799996614456,2.69942856175559,0
344,"Billing clerks and related financial records processing",0.345583409070969,94.6999996900558,2.70571427685874,1
326,"Correspondence and order clerks",0.344721883535385,91.4400013610721,2.6125714674592,0
434,"Bartenders",0.342877626419067,93.1300002336502,2.66085714953286,1
338,"Payroll and timekeeping clerks",0.34017488360405,93.300000064075,2.665714287545,0
708,"Drilling and boring machine operators",0.339691907167435,94.7499998807907,2.70714285373688,0
335,"File clerks",0.338747143745422,92.7900002002716,2.6511428628649,1
387,"Teacher's aides",0.337855368852615,92.4699995517731,2.64199998719352,0
329,"Library assistants",0.337690532207489,92.9300004243851,2.65514286926814,0
825," Railroad brake, coupler, and switch operators",0.337424963712692,93.7500002384186,2.67857143538339,1
743,"Textile cutting and dyeing machine operators",0.335810333490372,93.7050012350082,2.67728574957166,0
319,"Receptionists and other information clerks",0.335727661848068,92.1700007915497,2.63342859404428,1
461,"Guides",0.335174292325974,90.6000000238419,2.58857142925262,0
518,"Industrial machinery repairers",0.335024476051331,91.5500001907349,2.61571429116385,0
368," Weighers, measurers, and checkers",0.325987160205841,91.1200004816055,2.60342858518873,0
366,"Meter readers",0.325161218643188,93.3600009605289,2.66742859887225,0
385,"Data entry keyers",0.324487090110779,91.0900007486343,2.60257144996098,1
347," Office machine operators, n.e.c.",0.323997318744659,92.4800012111664,2.64228574889047,1
448,"Supervisors of cleaning and building service",0.323722422122955,91.1300001069903,2.60371428877115,1
472," Animal caretakers, except farm",0.322210729122162,91.2749996744096,2.60785713355456,0
645,"Patternmakers and model makers",0.321796178817749,91.5000013709068,2.61428575345448,0
593,"Insulation workers",0.321220099925995,90.6833329424262,2.59095236978361,0
519,"Machinery maintenance occupations",0.320365875959396,91.0399993658066,2.60114283902305,0
785,"Assemblers of electrical equipment",0.319566279649734,91.2149996757507,2.60614284787859,0
539,"Repairers of mechanical controls and valves",0.30473455786705,90.5850001573563,2.58814286163875,0
317,"Hotel clerks",0.304226011037827,89.7200005054474,2.56342858586993,1
469," Personal service occupations, n.e.c",0.303946077823639,91.7049998603761,2.6201428531536,0
354," Postal clerks, exluding mail carriers",0.303054392337799,88.8300002813339,2.53800000803811,1
755,"Extruding and forming machine operators",0.299836874008179,90.4150006175041,2.58328573192869,0
774,"Photographic process workers",0.29917311668396,88.3699994087219,2.52485712596348,0
706,"Punching and stamping press operatives",0.298501312732697,89.6800000593066,2.56228571598019,0
848," Crane, derrick, winch, hoist, longshore operators",0.296425670385361,90.3900004029274,2.58257144008364,1
616,"Miners",0.293450802564621,88.4650011062622,2.52757146017892,1
675," Hand molders and shapers, except jewelers",0.291816681623459,89.3750002086163,2.55357143453189,0
436,"Cooks",0.290647119283676,87.4450002759695,2.49842857931341,0
809,"Taxi cab drivers and chauffeurs",0.280850410461426,88.6799999475479,2.53371428421565,2
865," Helpers, constructions",0.278061628341675,87.2099996805191,2.49171427658626,0
754," Packers, fillers, and wrappers",0.276409327983856,87.5600000619888,2.5017142874854,2
738,"Winding and twisting textile and apparel operatives",0.275485187768936,87.9700008630753,2.51342859608786,1
688,"Batch food makers",0.274979710578918,87.2800002098083,2.49371429170881,0
598,"Drillers of earth",0.274705737829208,85.2800008058548,2.43657145159585,1
844,"Operating engineers of construction equipment",0.274283528327942,87.0899991989136,2.48828569139753,0
584,"Plasterers",0.270107865333557,87.83999979496,2.509714279856,1
464," Baggage porters, bellhops and concierges",0.269680440425873,85.7949998378754,2.45128570965358,1
563," Masons, tilers, and carpet installers",0.269410133361816,87.3383330404758,2.4953809440136,1
753,"Cementing and gluing machine operators",0.264564901590347,86.039999961853,2.4582857131958,0
869,"Construction laborers",0.26424503326416,85.7600005865097,2.45028573104313,1
703," Lathe, milling, and turning machine operatives",0.252192556858063,87.2500009536743,2.49285717010498,0
713,"Forge and hammer operators",0.24880214035511,85.6000006198883,2.44571430342538,0
379,"General office clerks",0.248534813523293,84.1499999165535,2.40428571190153,1
649,"Engravers",0.243926018476486,85.0600004196167,2.43028572627476,0
514,"Auto body repairers",0.243776932358742,85.0800008177757,2.43085716622216,0
594," Paving, surfacing, and tamping equipment operators",0.240161404013634,85.8600003644824,2.45314286755664,1
451,"Gardeners and groundskeepers",0.238642960786819,85.5899995565414,2.44542855875833,1
765,"Paper folding machine operators",0.233473241329193,85.5600010156631,2.44457145759038,0
804," Truck, delivery, and tractor drivers",0.23325714468956,85.0274998247623,2.42935713785035,0
729," Nail, tacking, shaping and joining mach ops (wood)",0.178214028477669,83.3000004291534,2.38000001226153,0
597,"Structural metal workers",0.178082212805748,84.1350006461143,2.40385716131755,1
666," Dressmakers, seamstresses, and tailors",0.1766307502985,84.1300008893013,2.40371431112289,1
766," Furnance, kiln, and oven operators, apart from food",0.175955921411514,84.1733330115676,2.40495237175907,0
687,"Bakers",0.173249453306198,82.2200000286102,2.34914285796029,1
384,"Proofreaders",0.172041937708855,84.8800001069903,2.42514286019972,0
769," Slicing, cutting, crushing and grinding machine",0.171959385275841,82.8700004220009,2.36771429777145,0
589,"Glaziers",0.168589860200882,82.9900004863739,2.37114287103925,1
276,"Cashiers",0.168038263916969,81.5433337390423,2.32980953540121,1
588,"Concrete and cement workers",0.163989320397377,84.0000001788139,2.40000000510897,1
789,"Painting and decoration occupations",0.162893190979958,83.326666623354,2.3807619035244,0
458,"Hairdressers and cosmetologists",0.162420824170113,81.6760005354881,2.33360001529966,1
889," Laborers, freight, stock and material handlers, n.e.c.",0.161235600709915,81.9300003051758,2.34085715157645,1
658," Furniture/wood finishers, other prec. wood workers",0.130782067775726,79.2600005865097,2.26457144532885,1
357,"Messengers",0.130375191569328,82.5700007602572,2.35914287886449,1
348,"Telephone operators",0.129552632570267,81.905000269413,2.34014286484037,1
853,"Excavating and loading machine operators",0.128205761313438,80.2299999296665,2.29228571227619,1
808,"Bus drivers",0.126723289489746,81.4050007425249,2.32585716407214,1
745,"Shoemaking machine operators",0.123454093933105,80.9200009033084,2.31200002580881,1
579," Painters, construction and maintenance",0.123151138424873,81.7299998998642,2.33514285428183,1
459,"Recreation facility attendants",0.117358699440956,79.2500003278255,2.26428572365216,0
878,"Machine feeders and offbearers",0.116526648402214,80.8700004816055,2.31057144233159,0
356," Mail clerks, outside of post office",0.115207999944687,80.3800008296967,2.29657145227705,1
315,"Typists",0.11390370875597,79.6800005361438,2.27657144388982,0
573,"Drywall installers",0.113581284880638,79.9800010919571,2.28514288834163,1
866," Helpers, surveyors",0.11212270706892,80.6300006061792,2.30371430303369,0
779," Machine operators, n.e.c.",0.111968606710434,79.6750007867813,2.27642859390804,0
783," Welders, solderers, and metal cutters",0.0837009847164154,79.4533329457045,2.27009522702013,0
763,"Food roasting and baking machine operators",0.07061468064785,76.0700005292892,2.17342858655112,1
365,"Stock and inventory clerks",0.0705000981688499,77.6680004410446,2.21908572688699,0
277," Door-to-door sales, street sales, and news vendors",0.0641871467232704,75.3000001907349,2.15142857687814,2
617,"Other mining occupations",0.0628925263881683,77.1300002261996,2.20371429217713,1
467,"Motion picture projectionists",0.0619409307837486,74.820001244545,2.13771432127271,1
885,"Garage and service station related occupations",0.0617739781737328,76.6200007200241,2.18914287771497,0
727,"Sawing machine operators and sawyers",0.0577173829078674,75.6600003167987,2.16171429476568,0
457,"Barbers",0.0562024004757404,74.0900008678436,2.11685716765268,1
813,"Parking lot attendants",0.0547437630593777,73.960000038147,2.11314285823277,2
873,"Production helpers",0.0543581061065197,75.4800002574921,2.15657143592834,0
346,"Mail and paper handlers",0.0528621859848499,73.8700008317828,2.11057145233665,0
723,"Metal platers",0.0528155006468296,73.7000012397766,2.10571432113647,1
355,"Mail carriers for postal service",0.0521170757710934,73.8700004741549,2.11057144211871,1
875,"Garbage and recyclable material collectors",0.0478686131536961,72.449999332428,2.06999998092651,2
444,"Miscellanious food preparation and service workers",0.0467313937842846,71.7714272588491,2.05061220739569,1
744,"Textile sewing machine operators",0.0422300845384598,70.0800004005432,2.00228572572981,1
583,"Paperhangers",0.0414368696510792,70.2500002384186,2.00714286395482,1
719,"Molders and casting machine operators",0.0412176437675953,69.4400003515184,1.98400001004338,1
888,"Packers and packagers by hand",0.0393966287374496,71.9200001955032,2.05485714844295,1
462,"Ushers",0.0362983494997025,69.0299996137619,1.97228570325034,1
435,"Waiters and waitresses",0.0361711084842682,67.9699997901917,1.94199999400548,1
283," Sales demonstrators, promoters, and models",0.0338789820671082,67.715000808239,1.93471430880683,0
408,"Laundry and dry cleaning workers",0.0338383130729198,67.2899996042252,1.92257141726358,2
739," Knitters, loopers, and toppers textile operatives",0.0328107960522175,67.4400008916855,1.92685716833387,1
764," Washing, cleaning, and pickling machine operators",0.032341580837965,68.1200004816055,1.94628572804587,1
686,"Butchers and meat cutters",0.0322279632091522,67.5900005251169,1.9311428721462,1
425,"Crossing guards",0.0277429576963186,65.5800005197525,1.87371430056436,4
405," Housekeepers, maids, butlers, and cleaners",0.027679992839694,65.5299999713898,1.87228571346828,2
669," Shoemakers, other prec. apparel and fabric workers",0.0252782329916954,60.9500008672476,1.74142859620707,1
453,"Janitors",0.0249186623841524,60.5699995756149,1.73057141644614,3
439,"Food preparation workers",0.00225508376024663,57.9900002479553,1.65685714994158,2
747,"Clothing pressing machine operators",0.00198523211292922,57.5800000429153,1.64514285836901,2
887,"Vehicle washers and equipment cleaners",0.00161011074669659,51.0300000831485,1.45800000237567,1
